campagne,date,jour,variable,groupe,valeur
2024-2025,2024-11-09,26,DOSES(J07E1),moins de 65 ans,39595
2024-2025,2024-11-10,27,ACTE(VGP),65 ans et plus,298
2024-2025,2024-11-10,27,DOSES(J07E1),65 ans et plus,1033
2024-2025,2024-11-10,27,ACTE(VGP),moins de 65 ans,238
2024-2025,2024-11-10,27,DOSES(J07E1),moins de 65 ans,497
2024-2025,2024-11-11,28,ACTE(VGP),65 ans et plus,681
2024-2025,2024-11-11,28,DOSES(J07E1),65 ans et plus,1632
2024-2025,2024-11-11,28,ACTE(VGP),moins de 65 ans,369
2024-2025,2024-11-11,28,DOSES(J07E1),moins de 65 ans,715
2024-2025,2024-11-12,29,ACTE(VGP),65 ans et plus,171854
2024-2025,2024-11-12,29,DOSES(J07E1),65 ans et plus,270807
2024-2025,2024-11-12,29,ACTE(VGP),moins de 65 ans,37041
2024-2025,2024-11-12,29,DOSES(J07E1),moins de 65 ans,63405
2024-2025,2024-11-13,30,ACTE(VGP),65 ans et plus,139972
2024-2025,2024-11-13,30,DOSES(J07E1),65 ans et plus,220083
2024-2025,2024-11-13,30,ACTE(VGP),moins de 65 ans,32282
2024-2025,2024-11-13,30,DOSES(J07E1),moins de 65 ans,56767
2024-2025,2024-11-14,31,ACTE(VGP),65 ans et plus,145403
2024-2025,2024-11-14,31,DOSES(J07E1),65 ans et plus,221578
2024-2025,2024-11-14,31,ACTE(VGP),moins de 65 ans,32075
2024-2025,2024-11-14,31,DOSES(J07E1),moins de 65 ans,54163
2024-2025,2024-11-15,32,ACTE(VGP),65 ans et plus,140714
2024-2025,2024-11-15,32,DOSES(J07E1),65 ans et plus,209196
2024-2025,2024-11-15,32,ACTE(VGP),moins de 65 ans,38595
2024-2025,2024-11-15,32,DOSES(J07E1),moins de 65 ans,61328
2024-2025,2024-11-16,33,ACTE(VGP),65 ans et plus,35611
2024-2025,2024-11-16,33,DOSES(J07E1),65 ans et plus,68433
2024-2025,2024-11-16,33,ACTE(VGP),moins de 65 ans,21404
2024-2025,2024-11-16,33,DOSES(J07E1),moins de 65 ans,37109
2024-2025,2024-11-17,34,ACTE(VGP),65 ans et plus,212
2024-2025,2024-11-17,34,DOSES(J07E1),65 ans et plus,554
2024-2025,2024-11-17,34,ACTE(VGP),moins de 65 ans,193
2024-2025,2024-11-17,34,DOSES(J07E1),moins de 65 ans,425
2024-2025,2024-11-18,35,ACTE(VGP),65 ans et plus,124035
2024-2025,2024-11-18,35,DOSES(J07E1),65 ans et plus,183173
2024-2025,2024-11-18,35,ACTE(VGP),moins de 65 ans,29612
2024-2025,2024-11-18,35,DOSES(J07E1),moins de 65 ans,49584
2024-2025,2024-11-19,36,ACTE(VGP),65 ans et plus,137240
2024-2025,2024-11-19,36,DOSES(J07E1),65 ans et plus,196775
2024-2025,2024-11-19,36,ACTE(VGP),moins de 65 ans,29923
2024-2025,2024-11-19,36,DOSES(J07E1),moins de 65 ans,49103
2024-2025,2024-11-20,37,ACTE(VGP),65 ans et plus,112235
2024-2025,2024-11-20,37,DOSES(J07E1),65 ans et plus,164260
2024-2025,2024-11-20,37,ACTE(VGP),moins de 65 ans,28696
2024-2025,2024-11-20,37,DOSES(J07E1),moins de 65 ans,47866
2024-2025,2024-11-21,38,ACTE(VGP),65 ans et plus,89737
2024-2025,2024-11-21,38,DOSES(J07E1),65 ans et plus,131390
2024-2025,2024-11-21,38,ACTE(VGP),moins de 65 ans,24223
2024-2025,2024-11-21,38,DOSES(J07E1),moins de 65 ans,39919
2024-2025,2024-11-22,39,ACTE(VGP),65 ans et plus,95503
2024-2025,2024-11-22,39,DOSES(J07E1),65 ans et plus,138277
2024-2025,2024-11-22,39,ACTE(VGP),moins de 65 ans,31206
2024-2025,2024-11-22,39,DOSES(J07E1),moins de 65 ans,48146
2024-2025,2024-11-23,40,ACTE(VGP),65 ans et plus,27265
2024-2025,2024-11-23,40,DOSES(J07E1),65 ans et plus,49025
2024-2025,2024-11-23,40,ACTE(VGP),moins de 65 ans,18461
2024-2025,2024-11-23,40,DOSES(J07E1),moins de 65 ans,30621
2024-2025,2024-11-24,41,ACTE(VGP),65 ans et plus,169
2024-2025,2024-11-24,41,DOSES(J07E1),65 ans et plus,352
2024-2025,2024-11-24,41,ACTE(VGP),moins de 65 ans,280
2024-2025,2024-11-24,41,DOSES(J07E1),moins de 65 ans,497
2024-2025,2024-11-25,42,ACTE(VGP),65 ans et plus,88069
2024-2025,2024-11-25,42,DOSES(J07E1),65 ans et plus,124967
2024-2025,2024-11-25,42,ACTE(VGP),moins de 65 ans,23751
2024-2025,2024-11-25,42,DOSES(J07E1),moins de 65 ans,38550
2024-2025,2024-11-26,43,ACTE(VGP),65 ans et plus,105205
2024-2025,2024-11-26,43,DOSES(J07E1),65 ans et plus,145384
2024-2025,2024-11-26,43,ACTE(VGP),moins de 65 ans,24108
2024-2025,2024-11-26,43,DOSES(J07E1),moins de 65 ans,39112
2024-2025,2024-11-27,44,ACTE(VGP),65 ans et plus,71564
2024-2025,2024-11-27,44,DOSES(J07E1),65 ans et plus,103064
2024-2025,2024-11-27,44,ACTE(VGP),moins de 65 ans,20752
2024-2025,2024-11-27,44,DOSES(J07E1),moins de 65 ans,34006
2024-2025,2024-11-28,45,ACTE(VGP),65 ans et plus,77904
2024-2025,2024-11-28,45,DOSES(J07E1),65 ans et plus,107901
2024-2025,2024-11-28,45,ACTE(VGP),moins de 65 ans,19804
2024-2025,2024-11-28,45,DOSES(J07E1),moins de 65 ans,32652
2024-2025,2024-11-29,46,ACTE(VGP),65 ans et plus,69976
2024-2025,2024-11-29,46,DOSES(J07E1),65 ans et plus,96897
2024-2025,2024-11-29,46,ACTE(VGP),moins de 65 ans,23758
2024-2025,2024-11-29,46,DOSES(J07E1),moins de 65 ans,36245
2024-2025,2024-11-30,47,ACTE(VGP),65 ans et plus,19081
2024-2025,2024-11-30,47,DOSES(J07E1),65 ans et plus,32920
2024-2025,2024-11-30,47,ACTE(VGP),moins de 65 ans,13478
2024-2025,2024-11-30,47,DOSES(J07E1),moins de 65 ans,22506
2024-2025,2024-12-01,48,ACTE(VGP),65 ans et plus,311
2024-2025,2024-12-01,48,DOSES(J07E1),65 ans et plus,492
2024-2025,2024-12-01,48,ACTE(VGP),moins de 65 ans,228
2024-2025,2024-12-01,48,DOSES(J07E1),moins de 65 ans,443
2024-2025,2024-12-02,49,ACTE(VGP),65 ans et plus,61894
2024-2025,2024-12-02,49,DOSES(J07E1),65 ans et plus,84249
2024-2025,2024-12-02,49,ACTE(VGP),moins de 65 ans,18342
2024-2025,2024-12-02,49,DOSES(J07E1),moins de 65 ans,28930
2024-2025,2024-12-03,50,ACTE(VGP),65 ans et plus,70670
2024-2025,2024-12-03,50,DOSES(J07E1),65 ans et plus,94997
2024-2025,2024-12-03,50,ACTE(VGP),moins de 65 ans,19193
2024-2025,2024-12-03,50,DOSES(J07E1),moins de 65 ans,29999
2024-2025,2024-12-04,51,ACTE(VGP),65 ans et plus,51358
2024-2025,2024-12-04,51,DOSES(J07E1),65 ans et plus,71796
2024-2025,2024-12-04,51,ACTE(VGP),moins de 65 ans,16626
2024-2025,2024-12-04,51,DOSES(J07E1),moins de 65 ans,26682
2024-2025,2024-12-05,52,ACTE(VGP),65 ans et plus,57999
2024-2025,2024-12-05,52,DOSES(J07E1),65 ans et plus,77707
2024-2025,2024-12-05,52,ACTE(VGP),moins de 65 ans,18041
2024-2025,2024-12-05,52,DOSES(J07E1),moins de 65 ans,28097
2024-2025,2024-12-06,53,ACTE(VGP),65 ans et plus,64257
2024-2025,2024-12-06,53,DOSES(J07E1),65 ans et plus,84020
2024-2025,2024-12-06,53,ACTE(VGP),moins de 65 ans,22473
2024-2025,2024-12-06,53,DOSES(J07E1),moins de 65 ans,32631
2024-2025,2024-12-07,54,ACTE(VGP),65 ans et plus,16828
2024-2025,2024-12-07,54,DOSES(J07E1),65 ans et plus,26363
2024-2025,2024-12-07,54,ACTE(VGP),moins de 65 ans,13734
2024-2025,2024-12-07,54,DOSES(J07E1),moins de 65 ans,20474
2024-2025,2024-12-08,55,ACTE(VGP),65 ans et plus,117
2024-2025,2024-12-08,55,DOSES(J07E1),65 ans et plus,138
2024-2025,2024-12-08,55,ACTE(VGP),moins de 65 ans,223
2024-2025,2024-12-08,55,DOSES(J07E1),moins de 65 ans,344
2024-2025,2024-12-09,56,ACTE(VGP),65 ans et plus,52025
2024-2025,2024-12-09,56,DOSES(J07E1),65 ans et plus,69465
2024-2025,2024-12-09,56,ACTE(VGP),moins de 65 ans,17639
2024-2025,2024-12-09,56,DOSES(J07E1),moins de 65 ans,26429
2024-2025,2024-12-10,57,ACTE(VGP),65 ans et plus,58186
2024-2025,2024-12-10,57,DOSES(J07E1),65 ans et plus,76673
2024-2025,2024-12-10,57,ACTE(VGP),moins de 65 ans,17887
2024-2025,2024-12-10,57,DOSES(J07E1),moins de 65 ans,26913
2024-2025,2024-12-11,58,ACTE(VGP),65 ans et plus,43167
2024-2025,2024-12-11,58,DOSES(J07E1),65 ans et plus,57984
2024-2025,2024-12-11,58,ACTE(VGP),moins de 65 ans,16199
2024-2025,2024-12-11,58,DOSES(J07E1),moins de 65 ans,24708
2024-2025,2024-12-12,59,ACTE(VGP),65 ans et plus,43518
2024-2025,2024-12-12,59,DOSES(J07E1),65 ans et plus,57749
2024-2025,2024-12-12,59,ACTE(VGP),moins de 65 ans,15079
2024-2025,2024-12-12,59,DOSES(J07E1),moins de 65 ans,22797
2024-2025,2024-12-13,60,ACTE(VGP),65 ans et plus,42840
2024-2025,2024-12-13,60,DOSES(J07E1),65 ans et plus,56263
2024-2025,2024-12-13,60,ACTE(VGP),moins de 65 ans,18487
2024-2025,2024-12-13,60,DOSES(J07E1),moins de 65 ans,26394
2024-2025,2024-12-14,61,ACTE(VGP),65 ans et plus,16144
2024-2025,2024-12-14,61,DOSES(J07E1),65 ans et plus,23331
2024-2025,2024-12-14,61,ACTE(VGP),moins de 65 ans,13007
2024-2025,2024-12-14,61,DOSES(J07E1),moins de 65 ans,18696
2024-2025,2024-12-15,62,ACTE(VGP),65 ans et plus,130
2024-2025,2024-12-15,62,DOSES(J07E1),65 ans et plus,173
2024-2025,2024-12-15,62,ACTE(VGP),moins de 65 ans,158
2024-2025,2024-12-15,62,DOSES(J07E1),moins de 65 ans,267
2024-2025,2024-12-16,63,ACTE(VGP),65 ans et plus,36943
2024-2025,2024-12-16,63,DOSES(J07E1),65 ans et plus,47355
2024-2025,2024-12-16,63,ACTE(VGP),moins de 65 ans,14713
2024-2025,2024-12-16,63,DOSES(J07E1),moins de 65 ans,21862
2024-2025,2024-12-17,64,ACTE(VGP),65 ans et plus,36200
2024-2025,2024-12-17,64,DOSES(J07E1),65 ans et plus,47018
2024-2025,2024-12-17,64,ACTE(VGP),moins de 65 ans,14431
2024-2025,2024-12-17,64,DOSES(J07E1),moins de 65 ans,21087
2024-2025,2024-12-18,65,ACTE(VGP),65 ans et plus,25389
2024-2025,2024-12-18,65,DOSES(J07E1),65 ans et plus,33531
2024-2025,2024-12-18,65,ACTE(VGP),moins de 65 ans,12358
2024-2025,2024-12-18,65,DOSES(J07E1),moins de 65 ans,18387
2024-2025,2024-12-19,66,ACTE(VGP),65 ans et plus,26137
2024-2025,2024-12-19,66,DOSES(J07E1),65 ans et plus,34301
2024-2025,2024-12-19,66,ACTE(VGP),moins de 65 ans,11277
2024-2025,2024-12-19,66,DOSES(J07E1),moins de 65 ans,16840
2024-2025,2024-12-20,67,ACTE(VGP),65 ans et plus,24615
2024-2025,2024-12-20,67,DOSES(J07E1),65 ans et plus,32141
2024-2025,2024-12-20,67,ACTE(VGP),moins de 65 ans,13160
2024-2025,2024-12-20,67,DOSES(J07E1),moins de 65 ans,18875
2024-2025,2024-12-21,68,ACTE(VGP),65 ans et plus,8111
2024-2025,2024-12-21,68,DOSES(J07E1),65 ans et plus,11538
2024-2025,2024-12-21,68,ACTE(VGP),moins de 65 ans,7705
2024-2025,2024-12-21,68,DOSES(J07E1),moins de 65 ans,11140
2024-2025,2024-12-22,69,ACTE(VGP),65 ans et plus,84
2024-2025,2024-12-22,69,DOSES(J07E1),65 ans et plus,87
2024-2025,2024-12-22,69,ACTE(VGP),moins de 65 ans,99
2024-2025,2024-12-22,69,DOSES(J07E1),moins de 65 ans,247
2024-2025,2024-12-23,70,ACTE(VGP),65 ans et plus,9667
2024-2025,2024-12-23,70,DOSES(J07E1),65 ans et plus,13663
2024-2025,2024-12-23,70,ACTE(VGP),moins de 65 ans,7066
2024-2025,2024-12-23,70,DOSES(J07E1),moins de 65 ans,11161
2024-2025,2024-12-24,71,ACTE(VGP),65 ans et plus,3747
2024-2025,2024-12-24,71,DOSES(J07E1),65 ans et plus,6668
2024-2025,2024-12-24,71,ACTE(VGP),moins de 65 ans,2947
2024-2025,2024-12-24,71,DOSES(J07E1),moins de 65 ans,5524
2024-2025,2024-12-25,72,ACTE(VGP),65 ans et plus,19
2024-2025,2024-12-25,72,DOSES(J07E1),65 ans et plus,44
2024-2025,2024-12-25,72,ACTE(VGP),moins de 65 ans,46
2024-2025,2024-12-25,72,DOSES(J07E1),moins de 65 ans,60
2024-2025,2024-12-26,73,ACTE(VGP),65 ans et plus,7243
2024-2025,2024-12-26,73,DOSES(J07E1),65 ans et plus,10456
2024-2025,2024-12-26,73,ACTE(VGP),moins de 65 ans,5271
2024-2025,2024-12-26,73,DOSES(J07E1),moins de 65 ans,7941
2024-2025,2024-12-27,74,ACTE(VGP),65 ans et plus,19593
2024-2025,2024-12-27,74,DOSES(J07E1),65 ans et plus,24893
2024-2025,2024-12-27,74,ACTE(VGP),moins de 65 ans,9549
2024-2025,2024-12-27,74,DOSES(J07E1),moins de 65 ans,13271
2024-2025,2024-12-28,75,ACTE(VGP),65 ans et plus,18461
2024-2025,2024-12-28,75,DOSES(J07E1),65 ans et plus,24737
2024-2025,2024-12-28,75,ACTE(VGP),moins de 65 ans,10646
2024-2025,2024-12-28,75,DOSES(J07E1),moins de 65 ans,14765
2024-2025,2024-12-29,76,ACTE(VGP),65 ans et plus,65
2024-2025,2024-12-29,76,DOSES(J07E1),65 ans et plus,146
2024-2025,2024-12-29,76,ACTE(VGP),moins de 65 ans,79
2024-2025,2024-12-29,76,DOSES(J07E1),moins de 65 ans,150
2024-2025,2024-12-30,77,ACTE(VGP),65 ans et plus,16941
2024-2025,2024-12-30,77,DOSES(J07E1),65 ans et plus,22866
2024-2025,2024-12-30,77,ACTE(VGP),moins de 65 ans,9898
2024-2025,2024-12-30,77,DOSES(J07E1),moins de 65 ans,14216
2024-2025,2024-12-31,78,ACTE(VGP),65 ans et plus,7189
2024-2025,2024-12-31,78,DOSES(J07E1),65 ans et plus,11288
2024-2025,2024-12-31,78,ACTE(VGP),moins de 65 ans,4990
2024-2025,2024-12-31,78,DOSES(J07E1),moins de 65 ans,8242
2024-2025,2025-01-01,79,ACTE(VGP),65 ans et plus,26
2024-2025,2025-01-01,79,DOSES(J07E1),65 ans et plus,55
2024-2025,2025-01-01,79,ACTE(VGP),moins de 65 ans,40
2024-2025,2025-01-01,79,DOSES(J07E1),moins de 65 ans,71
2024-2025,2025-01-02,80,ACTE(VGP),65 ans et plus,10685
2024-2025,2025-01-02,80,DOSES(J07E1),65 ans et plus,14582
2024-2025,2025-01-02,80,ACTE(VGP),moins de 65 ans,7198
2024-2025,2025-01-02,80,DOSES(J07E1),moins de 65 ans,10370
2024-2025,2025-01-03,81,ACTE(VGP),65 ans et plus,17166
2024-2025,2025-01-03,81,DOSES(J07E1),65 ans et plus,22316
2024-2025,2025-01-03,81,ACTE(VGP),moins de 65 ans,10145
2024-2025,2025-01-03,81,DOSES(J07E1),moins de 65 ans,13820
2024-2025,2025-01-04,82,ACTE(VGP),65 ans et plus,9966
2024-2025,2025-01-04,82,DOSES(J07E1),65 ans et plus,13546
2024-2025,2025-01-04,82,ACTE(VGP),moins de 65 ans,8336
2024-2025,2025-01-04,82,DOSES(J07E1),moins de 65 ans,11390
2024-2025,2025-01-05,83,ACTE(VGP),65 ans et plus,56
2024-2025,2025-01-05,83,DOSES(J07E1),65 ans et plus,122
2024-2025,2025-01-05,83,ACTE(VGP),moins de 65 ans,117
2024-2025,2025-01-05,83,DOSES(J07E1),moins de 65 ans,201
2024-2025,2025-01-06,84,ACTE(VGP),65 ans et plus,17266
2024-2025,2025-01-06,84,DOSES(J07E1),65 ans et plus,22458
2024-2025,2025-01-06,84,ACTE(VGP),moins de 65 ans,9941
2024-2025,2025-01-06,84,DOSES(J07E1),moins de 65 ans,13924
2024-2025,2025-01-07,85,ACTE(VGP),65 ans et plus,22265
2024-2025,2025-01-07,85,DOSES(J07E1),65 ans et plus,28110
2024-2025,2025-01-07,85,ACTE(VGP),moins de 65 ans,11417
2024-2025,2025-01-07,85,DOSES(J07E1),moins de 65 ans,15674
2024-2025,2025-01-08,86,ACTE(VGP),65 ans et plus,16144
2024-2025,2025-01-08,86,DOSES(J07E1),65 ans et plus,20858
2024-2025,2025-01-08,86,ACTE(VGP),moins de 65 ans,10697
2024-2025,2025-01-08,86,DOSES(J07E1),moins de 65 ans,14839
2024-2025,2025-01-09,87,ACTE(VGP),65 ans et plus,19614
2024-2025,2025-01-09,87,DOSES(J07E1),65 ans et plus,24930
2024-2025,2025-01-09,87,ACTE(VGP),moins de 65 ans,11310
2024-2025,2025-01-09,87,DOSES(J07E1),moins de 65 ans,15876
2024-2025,2025-01-10,88,ACTE(VGP),65 ans et plus,25730
2024-2025,2025-01-10,88,DOSES(J07E1),65 ans et plus,31959
2024-2025,2025-01-10,88,ACTE(VGP),moins de 65 ans,16703
2024-2025,2025-01-10,88,DOSES(J07E1),moins de 65 ans,22250
2024-2025,2025-01-11,89,ACTE(VGP),65 ans et plus,14347
2024-2025,2025-01-11,89,DOSES(J07E1),65 ans et plus,18553
2024-2025,2025-01-11,89,ACTE(VGP),moins de 65 ans,13881
2024-2025,2025-01-11,89,DOSES(J07E1),moins de 65 ans,18490
2024-2025,2025-01-12,90,ACTE(VGP),65 ans et plus,129
2024-2025,2025-01-12,90,DOSES(J07E1),65 ans et plus,196
2024-2025,2025-01-12,90,ACTE(VGP),moins de 65 ans,213
2024-2025,2025-01-12,90,DOSES(J07E1),moins de 65 ans,348
2024-2025,2025-01-13,91,ACTE(VGP),65 ans et plus,18563
2024-2025,2025-01-13,91,DOSES(J07E1),65 ans et plus,23140
2024-2025,2025-01-13,91,ACTE(VGP),moins de 65 ans,12231
2024-2025,2025-01-13,91,DOSES(J07E1),moins de 65 ans,16156
2024-2025,2025-01-14,92,ACTE(VGP),65 ans et plus,14240
2024-2025,2025-01-14,92,DOSES(J07E1),65 ans et plus,17996
2024-2025,2025-01-14,92,ACTE(VGP),moins de 65 ans,9537
2024-2025,2025-01-14,92,DOSES(J07E1),moins de 65 ans,13044
2024-2025,2025-01-15,93,ACTE(VGP),65 ans et plus,10780
2024-2025,2025-01-15,93,DOSES(J07E1),65 ans et plus,13942
2024-2025,2025-01-15,93,ACTE(VGP),moins de 65 ans,8479
2024-2025,2025-01-15,93,DOSES(J07E1),moins de 65 ans,11677
2024-2025,2025-01-16,94,ACTE(VGP),65 ans et plus,10705
2024-2025,2025-01-16,94,DOSES(J07E1),65 ans et plus,13792
2024-2025,2025-01-16,94,ACTE(VGP),moins de 65 ans,7213
2024-2025,2025-01-16,94,DOSES(J07E1),moins de 65 ans,10144
2024-2025,2025-01-17,95,ACTE(VGP),65 ans et plus,14780
2024-2025,2025-01-17,95,DOSES(J07E1),65 ans et plus,18577
2024-2025,2025-01-17,95,ACTE(VGP),moins de 65 ans,9705
2024-2025,2025-01-17,95,DOSES(J07E1),moins de 65 ans,12691
2024-2025,2025-01-18,96,ACTE(VGP),65 ans et plus,9188
2024-2025,2025-01-18,96,DOSES(J07E1),65 ans et plus,11898
2024-2025,2025-01-18,96,ACTE(VGP),moins de 65 ans,8370
2024-2025,2025-01-18,96,DOSES(J07E1),moins de 65 ans,11089
2024-2025,2025-01-19,97,ACTE(VGP),65 ans et plus,62
2024-2025,2025-01-19,97,DOSES(J07E1),65 ans et plus,111
2024-2025,2025-01-19,97,ACTE(VGP),moins de 65 ans,89
2024-2025,2025-01-19,97,DOSES(J07E1),moins de 65 ans,179
2024-2025,2025-01-20,98,ACTE(VGP),65 ans et plus,11484
2024-2025,2025-01-20,98,DOSES(J07E1),65 ans et plus,14274
2024-2025,2025-01-20,98,ACTE(VGP),moins de 65 ans,7401
2024-2025,2025-01-20,98,DOSES(J07E1),moins de 65 ans,9855
2024-2025,2025-01-21,99,ACTE(VGP),65 ans et plus,7799
2024-2025,2025-01-21,99,DOSES(J07E1),65 ans et plus,10698
2024-2025,2025-01-21,99,ACTE(VGP),moins de 65 ans,5465
2024-2025,2025-01-21,99,DOSES(J07E1),moins de 65 ans,7832
2024-2025,2025-01-22,100,ACTE(VGP),65 ans et plus,7162
2024-2025,2025-01-22,100,DOSES(J07E1),65 ans et plus,9634
2024-2025,2025-01-22,100,ACTE(VGP),moins de 65 ans,5395
2024-2025,2025-01-22,100,DOSES(J07E1),moins de 65 ans,7771
2024-2025,2025-01-23,101,ACTE(VGP),65 ans et plus,12771
2024-2025,2025-01-23,101,DOSES(J07E1),65 ans et plus,16607
2024-2025,2025-01-23,101,ACTE(VGP),moins de 65 ans,8216
2024-2025,2025-01-23,101,DOSES(J07E1),moins de 65 ans,11377
2024-2025,2025-01-24,102,ACTE(VGP),65 ans et plus,9515
2024-2025,2025-01-24,102,DOSES(J07E1),65 ans et plus,12573
2024-2025,2025-01-24,102,ACTE(VGP),moins de 65 ans,7331
2024-2025,2025-01-24,102,DOSES(J07E1),moins de 65 ans,10034
2024-2025,2025-01-25,103,ACTE(VGP),65 ans et plus,3644
2024-2025,2025-01-25,103,DOSES(J07E1),65 ans et plus,4902
2024-2025,2025-01-25,103,ACTE(VGP),moins de 65 ans,4507
2024-2025,2025-01-25,103,DOSES(J07E1),moins de 65 ans,5631
2024-2025,2025-01-26,104,ACTE(VGP),65 ans et plus,44
2024-2025,2025-01-26,104,DOSES(J07E1),65 ans et plus,44
2024-2025,2025-01-26,104,ACTE(VGP),moins de 65 ans,67
2024-2025,2025-01-26,104,DOSES(J07E1),moins de 65 ans,94
2024-2025,2025-01-27,105,ACTE(VGP),65 ans et plus,4764
2024-2025,2025-01-27,105,DOSES(J07E1),65 ans et plus,6182
2024-2025,2025-01-27,105,ACTE(VGP),moins de 65 ans,3874
2024-2025,2025-01-27,105,DOSES(J07E1),moins de 65 ans,5067
2024-2025,2025-01-28,106,ACTE(VGP),65 ans et plus,2342
2024-2025,2025-01-28,106,DOSES(J07E1),65 ans et plus,2465
2024-2025,2025-01-28,106,ACTE(VGP),moins de 65 ans,1401
2024-2025,2025-01-28,106,DOSES(J07E1),moins de 65 ans,1436
